STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-16,,,,,0.8,",,N",3.0,",,N",89.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-17,,,,,0.0,",,N",0.0,",,N",89.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-18,,,,,10.2,",,N",84.0,",,N",165.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-19,,,,,0.0,"T,,N",0.0,"T,,N",102.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-20,,,,,0.0,",,N",0.0,",,N",76.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-21,,,,,0.0,",,N",0.0,",,N",76.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-22,,,,,0.0,",,N",0.0,",,N",76.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-23,,,,,0.0,",,N",0.0,",,N",64.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-24,,,,,0.0,",,N",0.0,",,N",51.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-25,,,,,1.3,",,N",5.0,",,N",25.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-26,,,,,0.5,",,N",10.0,",,N",13.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-27,,,,,8.6,",,N",91.0,",,N",114.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-28,,,,,0.3,",,N",0.0,"T,,N",102.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-02-29,,,,,0.0,"T,,N",3.0,",,N",102.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-01,,,,,0.0,",,N",0.0,",,N",89.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-02,,,,,0.0,",,N",0.0,",,N",51.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-03,,,,,5.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-04,,,,,10.4,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-05,,,,,0.0,"T,,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-06,,,,,0.0,"T,,N",3.0,",,N",0.0,"T,,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-07,,,,,0.8,",,N",0.0,"T,,N",0.0,"T,,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-08,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-09,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-10,,,,,5.1,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-11,,,,,2.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-12,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-13,,,,,5.1,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-14,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-15,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-16,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-17,,,,,0.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-18,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-19,,,,,5.1,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-20,,,,,2.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-21,,,,,1.8,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-22,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-23,,,,,2.5,",,N",33.0,",,N",25.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-24,,,,,8.6,",,N",0.0,"T,,N",0.0,"T,,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-25,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-26,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-27,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-28,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-29,,,,,16.5,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-30,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-03-31,,,,,0.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-01,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-02,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-03,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-04,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-05,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-06,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-07,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-08,,,,,1.8,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-09,,,,,8.9,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-10,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-11,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-12,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-13,,,,,12.2,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-14,,,,,4.1,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-15,,,,,0.3,",,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-16,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-17,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-18,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-19,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-20,,,,,0.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-21,,,,,0.5,",,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-22,,,,,0.0,"T,,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-23,,,,,0.0,"T,,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-24,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-25,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-26,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-27,,,,,3.6,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-28,,,,,1.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-29,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-04-30,,,,,2.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-01,,,,,6.4,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-02,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-03,,,,,0.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-04,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-05,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-06,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-07,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-08,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-09,,,,,0.0,"T,,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-10,,,,,0.3,",,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-11,,,,,4.3,",,N",0.0,"T,,N",0.0,"T,,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-12,,,,,1.0,",,N",0.0,"T,,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-13,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-14,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-15,,,,,3.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-16,,,,,3.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-17,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-18,,,,,17.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-19,,,,,8.1,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-20,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-21,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-22,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-23,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-24,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-25,,,,,1.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-26,,,,,4.6,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-27,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-28,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-29,,,,,7.6,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-30,,,,,3.8,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-05-31,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-01,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-02,,,,,0.0,"T,,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-03,,,,,4.8,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-04,,,,,0.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-05,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-06,,,,,0.3,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-07,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-08,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-09,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-10,,,,,11.2,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-11,,,,,16.5,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-12,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-13,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-14,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
CA1ON000033,"BURLINGTON 1.7 W, ON CA",43.3713417,-79.8355103,162.5,2020-06-15,,,,,0.0,",,N",0.0,",,N",0.0,",,N"
