STATION,NAME,DATE,TAVG,TMAX,TMIN,WDFG,WSFG
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-01,,48,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-02,,35,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-03,,18,6,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-04,,33,11,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-05,,39,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-06,,48,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-07,,47,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-08,,35,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-09,,41,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-10,,42,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-11,,41,31,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-12,,43,39,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-13,,39,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-14,,22,11,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-15,,23,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-16,,43,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-17,,54,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-18,,29,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-19,,31,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-20,,21,12,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-21,,29,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-22,,36,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-23,,49,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-24,,37,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-25,,32,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-26,,37,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-27,,40,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-28,,38,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-29,,35,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-30,,33,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-01-31,,54,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-01,,51,37,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-02,,37,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-03,,39,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-04,,36,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-05,,40,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-06,,47,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-07,,37,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-08,,34,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-09,,40,27,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-10,,34,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-11,,26,10,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-12,,29,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-13,,35,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-14,,36,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-15,,39,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-16,,41,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-17,,40,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-18,,39,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-19,,31,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-20,,35,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-21,,43,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-22,,42,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-23,,43,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-24,,44,31,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-25,,33,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-26,,34,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-27,,47,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-28,,36,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-02-29,,38,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-01,,41,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-02,,52,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-03,,52,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-04,,35,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-05,,28,11,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-06,,42,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-07,,62,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-08,,59,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-09,,37,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-10,,40,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-11,,59,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-12,,58,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-13,,63,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-14,,63,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-15,,46,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-16,,54,42,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-17,,43,39,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-18,,47,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-19,,56,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-20,,50,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-21,,58,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-22,,68,48,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-23,,57,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-24,,48,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-25,,64,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-26,,42,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-27,,46,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-28,,65,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-29,,43,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-30,,39,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-03-31,,44,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-04-01,,44,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-04-02,,51,37,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-04-03,,50,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-04-04,,53,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-04-05,,45,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2012-04-06,,54,36,,
