STATION,NAME,DATE,TAVG,TMAX,TMIN,WDFG,WSFG
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-01,,55,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-02,,33,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-03,,33,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-04,,34,28,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-05,,29,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-06,,29,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-07,,26,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-08,,25,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-09,,26,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-10,,29,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-11,,29,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-12,,22,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-13,,24,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-14,,29,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-15,,30,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-16,,24,6,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-17,,26,3,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-18,,39,25,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-19,,30,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-20,,23,13,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-21,,21,10,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-22,,17,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-23,,14,1,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-24,,21,-1,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-25,,32,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-26,,31,27,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-27,,32,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-28,,30,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-29,,26,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-30,,27,9,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-01-31,,19,4,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-01,,25,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-02,,25,13,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-03,,27,9,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-04,,27,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-05,,31,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-06,,33,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-07,,35,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-08,,20,10,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-09,,21,9,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-10,,17,4,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-11,,27,6,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-12,,29,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-13,,47,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-14,,48,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-15,,25,12,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-16,,42,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-17,,53,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-18,,53,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-19,,36,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-20,,28,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-21,,26,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2011-02-22,,25,11,,
