STATION,NAME,DATE,TAVG,TMAX,TMIN,WDFG,WSFG
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-01,,27,10,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-02,,34,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-03,,32,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-04,,35,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-05,,36,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-06,,32,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-07,,34,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-08,,30,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-09,,24,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-10,,27,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-11,,23,14,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-12,,29,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-13,,35,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-14,,12,0,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-15,,14,4,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-16,,11,2,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-17,,21,1,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-18,,29,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-19,,22,12,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-21,,25,3,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-22,,30,25,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-23,,40,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-24,,24,9,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-25,,17,7,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-26,,19,6,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-27,,26,13,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-28,,27,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-29,,28,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-30,,28,13,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-01-31,,26,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-01,,40,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-02,,38,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-03,,29,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-04,,21,4,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-05,,19,-1,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-06,,30,14,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-07,,49,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-08,,41,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-09,,36,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-10,,52,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-11,,49,39,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-12,,47,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-13,,35,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-14,,31,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-15,,36,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-16,,35,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-17,,34,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-18,,36,31,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-19,,36,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-20,,28,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-21,,32,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-22,,28,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-23,,23,14,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-24,,30,12,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-25,,42,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-26,,42,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-27,,50,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-02-28,,19,7,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-01,,26,14,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-02,,17,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-03,,25,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-04,,36,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-05,,54,25,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-06,,61,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-07,,38,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-08,,40,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-09,,40,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-10,,38,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-11,,48,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-12,,27,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-13,,31,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-14,,46,27,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-15,,38,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-16,,41,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-17,,57,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-18,,58,46,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-19,,46,28,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-21,,42,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-22,,41,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-23,,34,25,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-24,,36,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-25,,45,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-26,,49,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-27,,42,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-28,,45,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-29,,50,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-30,,39,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-03-31,,38,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-01,,55,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-02,,53,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-03,,45,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-04,,44,37,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-05,,48,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-06,,40,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-07,,33,27,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-08,,48,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-09,,54,37,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-10,,42,37,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-11,,45,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-12,,41,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-13,,39,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-14,,42,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-15,,51,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-16,,48,39,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-17,,68,42,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-18,,72,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-19,,42,39,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-20,,46,39,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-21,,52,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-22,,46,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-23,,53,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-24,,53,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-25,,77,48,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-26,,62,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-27,,79,42,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-28,,64,45,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-29,,45,42,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-04-30,,64,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-01,,66,46,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-02,,59,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-03,,65,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-04,,54,46,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-05,,50,46,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-06,,51,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-07,,67,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-08,,73,57,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-09,,67,48,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-10,,50,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-11,,56,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-12,,61,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-13,,64,45,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-14,,71,51,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-15,,52,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-16,,67,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-17,,54,41,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-18,,59,40,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-19,,69,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-20,,79,56,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-21,,79,62,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-22,,68,53,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-23,,56,51,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-24,,63,53,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-25,,58,51,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-26,,52,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-27,,53,49,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-28,,62,49,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-29,,72,53,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-30,,68,47,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-05-31,,56,44,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-01,,64,49,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-02,,56,50,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-03,,66,51,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-04,,56,49,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-05,,59,52,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-06,,72,57,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-07,,58,53,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-08,,55,52,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-11,,61,55,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-12,,71,60,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2009-06-13,,73,61,,
