STATION,NAME,DATE,TAVG,TMAX,TMIN,WDFG,WSFG
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-01,,32,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-02,,27,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-03,,31,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-04,,34,28,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-05,,36,27,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-06,,37,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-07,,36,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-08,,40,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-09,,45,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-10,,42,34,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-11,,49,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-12,,58,46,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-13,,57,43,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-14,,45,31,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-15,,36,25,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-16,,40,28,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-17,,36,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-18,,36,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-19,,49,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-20,,47,18,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-21,,22,11,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-22,,14,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-23,,16,0,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-24,,16,8,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-25,,18,10,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-26,,28,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-27,,30,16,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-28,,40,26,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-29,,46,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-01-30,,60,37,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-01,,23,,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-04,,22,15,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-05,,27,14,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-06,,28,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-07,,32,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-08,,34,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-09,,29,13,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-10,,36,14,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-11,,46,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-12,,36,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-13,,35,27,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-14,,38,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-15,,38,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-16,,27,17,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-17,,18,9,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-18,,33,12,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-19,,41,24,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-20,,24,19,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-21,,27,13,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-22,,36,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-23,,38,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-24,,35,28,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-25,,38,31,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-26,,38,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-27,,36,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-02-28,,38,31,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-01,,32,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-02,,30,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-03,,28,21,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-04,,31,20,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-05,,34,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-06,,38,32,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-07,,37,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-08,,43,33,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-09,,37,30,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-10,,59,36,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-11,,52,38,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-12,,42,35,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-13,,35,23,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-14,,33,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-15,,40,29,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-16,,30,25,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-17,,29,22,,
CA006151061,"BURLINGTON PIERS AUT, ON CA",2013-03-18,,38,24,,
